Event	Purity
108	0.15331010452961671
109	0.8805970149253731
110	0.10784313725490197
111	0.9803921568627451
112	0.8021978021978022
113	0.16666666666666666
114	0.9176470588235294
115	0.7777777777777778
116	0.15695067264573992
117	0.13333333333333333
118	0.9
119	0.1553398058252427
120	0.8481012658227848
121	0.1
122	0.12956810631229235
123	0.16630196936542668
124	0.88
125	0.8412698412698413
126	0.07142857142857142
127	0.1
128	0.1206896551724138
129	0.11627906976744186
130	0.12956810631229235
131	0.14814814814814814
132	0.7884615384615384
133	0.09230769230769231
134	0.8448275862068966
135	0.16666666666666666
136	0.9175257731958762
137	0.16
138	0.15695067264573992
139	0.13402061855670103
140	0.9452054794520548
141	0.9215686274509803
142	0.11229946524064172
143	0.1875
144	0.8674698795180723
145	0.15331010452961671
146	0.19879518072289157
147	0
148	0.15331010452961671
149	0
150	0.05555555555555555
151	0.4634146341463415
152	0.18604651162790697
153	0.7719298245614035
154	0.13333333333333333
155	0.8133333333333334
156	0.16455696202531644
157	0.17692307692307693
158	0.12956810631229235
159	0.9122807017543859
160	0.13402061855670103
161	0.14220183486238533
162	0.8481012658227848
163	0.5098039215686274
164	0.9322033898305084
165	0.9322033898305084
166	0.8478260869565217
167	0.13333333333333333
168	0.7058823529411765
169	0.8507462686567164
170	0.8852459016393442
171	0.3220338983050847
172	0.8852459016393442
173	0.9444444444444444
174	0.92
175	0.7254901960784313
176	0.7733333333333333
177	0.15151515151515152
178	0.1574074074074074
179	0.88
180	0.13043478260869565
181	0.13227513227513227
182	0.7540983606557377
183	0.16071428571428573
184	0.16115702479338842
185	0.19879518072289157
186	1
187	0.8983050847457628
188	0.08609271523178808
189	0.15897435897435896
190	0.7887323943661971
191	0.1506849315068493
192	0.15897435897435896
193	0.16
194	0.9137931034482759
195	0.08695652173913043
196	0.07917888563049853
197	0.12
198	0.8478260869565217
199	0.07368421052631578
200	0.15331010452961671
201	0.7777777777777778
202	0.1048951048951049
203	0.13227513227513227
204	0.14285714285714285
205	0.1
206	0.15897435897435896
207	0.12596401028277635
208	0.15331010452961671
209	0.1774193548387097
210	0.1076923076923077
211	0.8481012658227848
212	0.12956810631229235
213	0.1048951048951049
214	0.8481012658227848
215	0.851063829787234
216	0.14942528735632185
217	0.4634146341463415
218	0.11707317073170732
219	0.1774193548387097
220	0.8333333333333334
221	0.1076923076923077
222	0.49019607843137253
223	0.1
224	0.18604651162790697
225	0.1206896551724138
226	0.12280701754385964
227	0.8909090909090909
228	0.1
229	0.9166666666666666
230	0.1574074074074074
231	0.7733333333333333
232	0.12596401028277635
233	0.7818181818181819
234	0.5
235	0.11707317073170732
236	0.13043478260869565
237	0.164021164021164
238	0.12956810631229235
239	0.9705882352941176
240	0.1111111111111111
241	0.12956810631229235
242	0.16630196936542668
243	0.7766990291262136
244	0.1506849315068493
245	0.16115702479338842
246	0.8636363636363636
247	0.10784313725490197
248	0.1553398058252427
249	0.164021164021164
250	0.08571428571428572
251	0.07142857142857142
252	0.1559633027522936
253	0.16
254	0.9052631578947369
255	0.07917888563049853
256	0.07142857142857142
257	0.7241379310344828
258	0.8472222222222222
259	0.07368421052631578
260	0.07917888563049853
261	0.8852459016393442
262	0.13043478260869565
263	0.7777777777777778
264	0.9315068493150684
265	0.8636363636363636
266	0.1048951048951049
267	0.16630196936542668
268	0.125
269	0.07017543859649122
270	0.12956810631229235
271	0.12903225806451613
272	0.08695652173913043
273	0.08411214953271028
274	0.11707317073170732
275	0.13043478260869565
276	0.12596401028277635
277	0.88
278	0.1
279	0.12903225806451613
280	0.09473684210526316
281	0.8333333333333334
282	0.9137931034482759
283	0.16630196936542668
284	0.15897435897435896
285	0.7735849056603774
286	0.1559633027522936
287	0.8472222222222222
288	0.12
289	0.08571428571428572
290	0.9444444444444444
291	0.16115702479338842
292	0.07917888563049853
293	0.15897435897435896
294	0.9315068493150684
295	0.8909090909090909
296	0.8852459016393442
297	0.15
298	0.9452054794520548
299	0.76
300	0.9090909090909091
301	0.07917888563049853
302	0.12596401028277635
303	0.07017543859649122
304	0.9305555555555556
305	0.11707317073170732
306	0.7209302325581395
307	0.12596401028277635
308	0.273972602739726
309	0.08609271523178808
310	0.13227513227513227
311	0.028089887640449437
312	0.10784313725490197
313	0.7959183673469388
314	0.8518518518518519
315	0.15331010452961671
316	0.16
317	0.48148148148148145
318	0.1076923076923077
319	0.92
320	0.08411214953271028
321	0.12956810631229235
322	0.88
323	0.08609271523178808
324	0.12596401028277635
325	0.08609271523178808
326	0.9090909090909091
327	0.8481012658227848
328	0.7540983606557377
329	1
330	0.9607843137254902
331	0.8658536585365854
332	0.8269230769230769
333	0.8382352941176471
334	0.18604651162790697
335	0.18604651162790697
336	0.07917888563049853
337	0.9038461538461539
338	0.49019607843137253
339	0.12956810631229235
340	0.1574074074074074
341	0.16115702479338842
342	0.12956810631229235
343	0.028089887640449437
344	0.10227272727272728
345	0.9705882352941176
346	0.9056603773584906
347	0.8021978021978022
348	0.1559633027522936
349	0.8214285714285714
350	0.12
351	0.13333333333333333
352	0.1506849315068493
353	0.11827956989247312
354	0.15331010452961671
355	0.12173913043478261
356	0.1111111111111111
357	0
358	0.1506849315068493
359	0.12173913043478261
360	0.08571428571428572
361	0.16630196936542668
362	0.5
363	0.16
364	0.1553398058252427
365	0
366	0.12596401028277635
367	0.028089887640449437
368	0.1506849315068493
369	0.8985507246376812
370	0.88
371	0.16115702479338842
372	0.8382352941176471
373	0.11229946524064172
374	0.8666666666666667
375	0.15695067264573992
376	0.14220183486238533
377	0.09473684210526316
378	0.13227513227513227
379	0.11827956989247312
380	0.9122807017543859
381	0.14220183486238533
382	0.15695067264573992
383	0.19879518072289157
384	0.07917888563049853
385	0.15331010452961671
386	0.15517241379310345
387	0.273972602739726
388	0.9056603773584906
389	0.19879518072289157
390	0.15384615384615385
391	0.14035087719298245
392	0.1206896551724138
393	0.8289473684210527
394	0.8243243243243243
395	0.07917888563049853
396	0.17692307692307693
397	0.16630196936542668
398	0.9444444444444444
399	0.1076923076923077
400	0.125
401	0.85
402	0.16630196936542668
403	0.88
404	0.028089887640449437
405	0.961038961038961
406	0.16630196936542668
407	0.12903225806451613
408	0.7358490566037735
409	0.5
410	0.9452054794520548
411	0.8282828282828283
412	0.16630196936542668
413	0.07917888563049853
414	0.15331010452961671
415	0.8877551020408163
416	0.7777777777777778
417	0.164021164021164
418	0.5
419	0.7254901960784313
420	1
421	0.16666666666666666
422	0.15384615384615385
423	0.9175257731958762
424	0.7887323943661971
425	0.11229946524064172
426	0.9175257731958762
427	0.028089887640449437
428	0.9019607843137255
429	0.15384615384615385
430	0.08609271523178808
431	0.1
432	0.9245283018867925
433	0.13043478260869565
434	0.12596401028277635
435	0.08695652173913043
436	0.15695067264573992
437	0.028089887640449437
438	0.9019607843137255
439	0.9322033898305084
440	0.8382352941176471
441	0.9152542372881356
442	0.7959183673469388
443	0.11627906976744186
444	0.9038461538461539
445	0.8214285714285714
446	0.8333333333333334
447	0.8282828282828283
448	0.17692307692307693
449	0.12173913043478261
450	0.273972602739726
451	0.08571428571428572
452	0
453	0.07017543859649122
454	0.12
455	0.8888888888888888
456	0.15384615384615385
457	0.76
458	0.92
459	0.08411214953271028
460	0.08411214953271028
461	0.1
462	0.12903225806451613
463	0.12956810631229235
464	0.12173913043478261
465	0.09230769230769231
466	0.15331010452961671
467	0.1111111111111111
468	0.07142857142857142
469	0.1
470	0.8478260869565217
471	0.1206896551724138
472	0.1553398058252427
473	0.8243243243243243
474	0.961038961038961
475	0.12596401028277635
476	0.1276595744680851
477	0.15331010452961671
478	0.1574074074074074
479	0.9322033898305084
480	0.12956810631229235
481	0.7777777777777778
482	0.9454545454545454
483	0.16115702479338842
484	0.12596401028277635
485	0.15331010452961671
486	0.8793103448275862
487	0.17692307692307693
488	0.4489795918367347
489	0.1574074074074074
490	0.8888888888888888
491	0.14220183486238533
492	0.1076923076923077
493	0.9052631578947369
494	0.1
495	0.8658536585365854
496	0.8333333333333334
497	0.8648648648648649
498	0.9038461538461539
499	0.8909090909090909
500	0.17692307692307693
501	0.7777777777777778
502	0.11229946524064172
503	0.9245283018867925
504	0.15695067264573992
505	0.16115702479338842
506	0.1553398058252427
507	0.8809523809523809
508	0.1
509	0.15897435897435896
510	0.9176470588235294
511	0.5396825396825397
512	0.8333333333333334
513	0.11707317073170732
514	0.1506849315068493
515	0.1
516	0.8133333333333334
517	0.9052631578947369
518	0.16
519	0.1574074074074074
520	0.9615384615384616
521	0.07368421052631578
522	0.9152542372881356
523	0.14220183486238533
524	0.9444444444444444
525	0.15897435897435896
526	0.9615384615384616
527	1
528	0.14220183486238533
529	0.5098039215686274
530	0.16115702479338842
531	0.1206896551724138
532	0.15695067264573992
533	0.19879518072289157
534	0.02857142857142857
535	0.8666666666666667
536	0.14220183486238533
537	0.16666666666666666
538	0.7358490566037735
539	0.10784313725490197
540	0.07368421052631578
541	0.12596401028277635
542	0.1875
543	0.85
544	0.1
545	0.16666666666666666
546	0.8481012658227848
547	0.08411214953271028
548	0.12956810631229235
549	0.8289473684210527
550	0.8461538461538461
551	0.4489795918367347
552	0.8620689655172413
553	0.92
554	0.16115702479338842
555	0.13043478260869565
556	0.4489795918367347
557	0.15695067264573992
558	0.8658536585365854
559	0.9019607843137255
560	0.10344827586206896
561	0.9285714285714286
562	0.10227272727272728
563	0.12173913043478261
564	0.1553398058252427
565	0.273972602739726
566	0.12596401028277635
567	0.14220183486238533
568	0.5396825396825397
569	0.8909090909090909
570	0.14942528735632185
571	0.9215686274509803
572	0.94
573	0.1574074074074074
574	0.5098039215686274
575	0.8461538461538461
576	0.8548387096774194
577	0.273972602739726
578	0.76
579	0.15331010452961671
580	0.1206896551724138
581	0
582	0.16115702479338842
583	0.961038961038961
584	0.7358490566037735
585	0.16
586	0.11229946524064172
587	0.1048951048951049
588	0.8877551020408163
589	0.10784313725490197
590	0.8243243243243243
591	0.13333333333333333
592	0.13333333333333333
593	0.1
594	0.14285714285714285
595	0.16630196936542668
596	0.8333333333333334
597	0.1076923076923077
598	0.7894736842105263
599	0.10256410256410256
600	0.12173913043478261
601	0.13793103448275862
602	0.5
603	0.16630196936542668
604	0.7241379310344828
605	0.14220183486238533
606	0.1206896551724138
607	0.17692307692307693
608	0.9315068493150684
609	0.8877551020408163
610	0.16630196936542668
611	0.1076923076923077
612	0.10256410256410256
613	0.164021164021164
614	0.9245283018867925
615	0
616	0.8888888888888888
617	0.164021164021164
618	0.14
619	0.8909090909090909
620	0.12280701754385964
621	0.9019607843137255
622	0.7358490566037735
623	0.16
624	1
625	0.1
626	0.07142857142857142
627	0.6811594202898551
628	0.11627906976744186
629	0.9176470588235294
630	0.96
631	0
632	0.10344827586206896
633	0.07917888563049853
634	0.05555555555555555
635	0.19879518072289157
636	0.07142857142857142
637	0.7209302325581395
638	1
639	0.07368421052631578
640	0.13043478260869565
641	0.8472222222222222
642	0.09473684210526316
643	0.273972602739726
644	0.15331010452961671
645	0.8636363636363636
646	0.14220183486238533
647	0.1875
648	0.7868852459016393
649	0.11229946524064172
650	0.9175257731958762
651	0.07917888563049853
652	0.14814814814814814
653	0.9137931034482759
654	0.12173913043478261
655	0.047619047619047616
656	0.4634146341463415
657	0.028089887640449437
658	0.872093023255814
659	0.8636363636363636
660	0.14
661	0.9175257731958762
662	0.13793103448275862
663	0.11229946524064172
664	0.8852459016393442
665	0.12956810631229235
666	0.10784313725490197
667	0.15331010452961671
668	0.94
669	0.9069767441860465
670	0.8674698795180723
671	0.12903225806451613
672	1
673	0.8356164383561644
674	0.8333333333333334
675	0.5396825396825397
676	0.12956810631229235
677	0.8888888888888888
678	0.19879518072289157
679	0.7777777777777778
680	0.8888888888888888
681	0.7868852459016393
682	0.1574074074074074
683	0.7058823529411765
684	0.8481012658227848
685	0.872093023255814
686	0.1048951048951049
687	0.8289473684210527
688	0.14814814814814814
689	0.8969072164948454
690	0.8382352941176471
691	0.92
692	0.1
693	0.14285714285714285
694	0.18604651162790697
695	0.14220183486238533
696	0.92
697	0.9019607843137255
698	0.11707317073170732
699	0.14220183486238533
700	0.07917888563049853
701	0.8909090909090909
702	0.9615384615384616
703	0.8333333333333334
704	0.8282828282828283
705	0.8873239436619719
706	0.08108108108108109
707	0.11707317073170732
708	0.1206896551724138
709	0.7640449438202247
710	0.07917888563049853
711	0.7894736842105263
712	0.13227513227513227
713	0.5
714	0.11229946524064172
715	0.5
716	0.9615384615384616
717	0.7209302325581395
718	0.8648648648648649
719	0.8421052631578947
720	0.19879518072289157
721	0.08411214953271028
722	0.9803921568627451
723	0.10344827586206896
724	0.09473684210526316
725	0.11827956989247312
726	0.825
727	0.15695067264573992
728	0.7758620689655172
729	0.1553398058252427
730	0.4634146341463415
731	0.1506849315068493
732	0.7959183673469388
733	0.851063829787234
734	0.98
735	0.5396825396825397
736	0.1574074074074074
737	0.08411214953271028
738	0.96
739	0.3220338983050847
740	0.047619047619047616
741	0.08411214953271028
742	0.7777777777777778
743	0.12173913043478261
744	0.1553398058252427
745	0.164021164021164
746	0.13227513227513227
747	0.5
748	0.07917888563049853
749	0.16
750	0.15897435897435896
751	0.12903225806451613
752	0.85
753	0.9615384615384616
754	0.10227272727272728
755	0.8909090909090909
756	0.8909090909090909
757	0.8333333333333334
758	0.11229946524064172
759	0.48148148148148145
760	0.7733333333333333
761	0.9054054054054054
762	0.14814814814814814
763	0.07917888563049853
764	0.9074074074074074
765	0.15695067264573992
766	0.12956810631229235
767	0.9038461538461539
768	0.8382352941176471
769	0.8852459016393442
770	0.07017543859649122
771	0.1
772	0.12956810631229235
773	0.15897435897435896
774	0.875
775	0.08108108108108109
776	0.8481012658227848
777	0.10784313725490197
778	0.5396825396825397
779	0.8243243243243243
780	0.7884615384615384
781	0.8636363636363636
782	0.92
783	0.1
784	0.12596401028277635
785	0.12596401028277635
786	0.825
787	0.7358490566037735
788	0.9137931034482759
789	0.07017543859649122
790	0.9452054794520548
791	0.8658536585365854
792	0.12596401028277635
793	0.08609271523178808
794	0
795	0.16630196936542668
796	0.9423076923076923
797	0.85
798	0.1
799	0.12596401028277635
800	0.8636363636363636
801	0.3220338983050847
802	0.8021978021978022
803	0.16630196936542668
804	0.825
805	0.11627906976744186
806	0.05555555555555555
807	0.13227513227513227
808	0.16115702479338842
809	0.7766990291262136
810	0.8873239436619719
811	0.07917888563049853
812	0.1206896551724138
813	0.15897435897435896
814	0.8888888888888888
815	0.9305555555555556
816	0.8478260869565217
817	0.3220338983050847
818	0.13043478260869565
819	0.7959183673469388
820	0.07017543859649122
821	0.15897435897435896
822	0.07917888563049853
823	0.15695067264573992
824	0.12596401028277635
825	0.8507462686567164
826	1
827	0.07368421052631578
828	0.9454545454545454
829	0.5
830	0.16666666666666666
831	0.9019607843137255
832	0.08108108108108109
833	0.8461538461538461
834	0.13402061855670103
835	0.17692307692307693
836	0.15897435897435896
837	0.15897435897435896
838	0.9052631578947369
839	0.15897435897435896
840	0.7254901960784313
841	0.1206896551724138
842	0.13043478260869565
843	0.9245283018867925
844	0.8382352941176471
845	0.8382352941176471
846	0.16666666666666666
847	0.07917888563049853
848	0.164021164021164
849	0.5396825396825397
850	0.9
851	0.7894736842105263
852	0.9137931034482759
853	0.9052631578947369
854	0.9661016949152542
855	0
856	0.8133333333333334
857	0.9122807017543859
858	0.028089887640449437
859	0.1553398058252427
860	0
861	0.9423076923076923
862	0.12956810631229235
863	0.5098039215686274
864	0.125
865	0.1206896551724138
866	0.9803921568627451
867	0.164021164021164
868	0.12280701754385964
869	0.14035087719298245
870	0.1559633027522936
871	0.164021164021164
872	0.17692307692307693
873	0.15
874	0.8888888888888888
875	0.7884615384615384
876	0.1559633027522936
877	0.9215686274509803
878	0.12596401028277635
879	0.11707317073170732
880	0.7735849056603774
881	1
882	0.12596401028277635
883	0.1048951048951049
884	0.15897435897435896
885	0.8852459016393442
886	0.7884615384615384
887	0.8852459016393442
888	0.8289473684210527
889	0.7777777777777778
890	0.13793103448275862
891	0.7358490566037735
892	0.7209302325581395
893	0.15331010452961671
894	0.8333333333333334
895	0.8666666666666667
896	0.1553398058252427
897	0
898	0.15897435897435896
899	0.9615384615384616
900	0.10784313725490197
901	0.08695652173913043
902	0.8793103448275862
903	0.12596401028277635
904	0.10256410256410256
905	0.07917888563049853
906	0.12173913043478261
907	0.9452054794520548
908	0.8658536585365854
909	0.08108108108108109
910	0.7884615384615384
911	0.9423076923076923
912	0.7758620689655172
913	0.14814814814814814
914	0.1553398058252427
915	0.1206896551724138
916	0.7894736842105263
917	0.1276595744680851
918	1
919	0.8888888888888888
920	0.08571428571428572
921	0.7358490566037735
922	0.07017543859649122
923	0.16
924	0.8356164383561644
925	0.16
926	0.8787878787878788
927	0.11707317073170732
928	0.8674698795180723
929	0.8108108108108109
930	0.047619047619047616
931	0.1559633027522936
932	0.8431372549019608
933	0.14942528735632185
934	0.9454545454545454
935	0.047619047619047616
936	0.08609271523178808
937	0.8674698795180723
938	0.15331010452961671
939	0.8909090909090909
940	0.14942528735632185
941	0.85
942	0.1076923076923077
943	0.7733333333333333
944	0
945	0.10256410256410256
946	0.4634146341463415
947	0.07142857142857142
948	0.028089887640449437
949	0.15331010452961671
950	0.8478260869565217
951	0.07917888563049853
952	0.15
953	0.1774193548387097
954	0.07917888563049853
955	0.12280701754385964
956	0.8545454545454545
957	0.15517241379310345
958	0.8518518518518519
959	0.9090909090909091
960	0.9
961	0.16666666666666666
962	0.028089887640449437
963	0.4634146341463415
964	0.13402061855670103
965	0.49019607843137253
966	0.5
967	0.12173913043478261
968	0.8481012658227848
969	0.1206896551724138
970	0.1206896551724138
971	0.15
972	0.8545454545454545
973	0.12596401028277635
974	0.7766990291262136
975	0.16115702479338842
976	0.8472222222222222
977	0.12596401028277635
978	0.1076923076923077
979	0.3220338983050847
980	0.9069767441860465
981	0.1
982	0
983	0.19879518072289157
984	0.8333333333333334
985	0.7959183673469388
986	0.9052631578947369
987	0.11707317073170732
988	0.7540983606557377
989	0.875
990	0.16
991	0.11229946524064172
992	0.16071428571428573
993	0.1
994	0.8658536585365854
995	0.16630196936542668
996	0.5098039215686274
997	0.14220183486238533
998	1
999	0.1553398058252427
